trial,stdSide,cmpPx,response,correct,rtMs,lowPx,midPx,highPx,comment
1,Right,4,Timeout,False,31611,-1,4,0,intro std='Bricks101_crop_2'
2,Left,8,Left,True,523,-1,8,0,intro std='Bricks101_crop_1'
3,Left,16,Left,True,1290,-1,16,0,intro std='Bricks101_crop_1'
4,Left,16,Left,True,537,-1,16,0,stair std='Bricks101_crop_3'
5,Left,16,Left,True,483,-1,16,0,stair std='Bricks101_crop_3'
6,Left,144,Left,True,754,-1,144,0,stair std='Bricks101_crop_3'
7,Left,144,Left,True,578,-1,144,0,stair std='Bricks101_crop_1'
8,Left,272,Left,True,922,-1,272,0,stair std='Bricks101_crop_2'
9,Right,272,Right,True,842,-1,272,0,stair std='Bricks101_crop_1'
10,Left,400,Left,True,2788,-1,400,0,stair std='Bricks101_crop_2'
11,Right,400,Right,True,980,-1,400,0,stair std='Bricks101_crop_3'
12,Right,528,Right,True,848,-1,528,0,stair std='Bricks101_crop_2'
13,Left,528,Left,True,985,-1,528,0,stair std='Bricks101_crop_1'
14,Left,656,Right,False,2095,-1,656,0,stair std='Bricks101_crop_3'
15,Right,528,Right,True,2584,-1,528,0,stair std='Bricks101_crop_2'
16,Left,528,Left,True,1216,-1,528,0,stair std='Bricks101_crop_3'
17,Right,592,Right,True,1528,-1,592,0,stair std='Bricks101_crop_1'
18,Right,592,Right,True,1156,-1,592,0,stair std='Bricks101_crop_2'
19,Right,624,Right,True,747,-1,624,0,stair std='Bricks101_crop_2'
20,Right,624,Right,True,746,-1,624,0,stair std='Bricks101_crop_1'
21,Right,656,Right,True,1106,-1,656,0,stair std='Bricks101_crop_3'
22,Left,656,Right,False,9425,-1,656,0,stair std='Bricks101_crop_2'
23,Left,624,Left,True,1314,-1,624,0,stair std='Bricks101_crop_1'
24,Left,624,Right,False,4143,-1,624,0,stair std='Bricks101_crop_1'
25,Left,608,Right,False,8703,-1,608,0,stair std='Bricks101_crop_3'
26,Right,592,Right,True,877,-1,592,0,stair std='Bricks101_crop_1'
27,Left,592,Left,True,1796,-1,592,0,stair std='Bricks101_crop_1'
28,Left,608,Right,False,1724,-1,608,0,stair std='Bricks101_crop_1'
29,Left,600,Left,True,1874,-1,600,1,stair std='Bricks101_crop_3'
30,Left,600,Left,True,1960,-1,600,1,stair std='Bricks101_crop_1'
31,Left,604,Left,True,7392,-1,604,2,stair std='Bricks101_crop_2'
32,Left,604,Left,True,2344,-1,604,2,stair std='Bricks101_crop_1'
33,Left,608,Left,True,1085,-1,608,2,stair std='Bricks101_crop_1'
34,Left,608,Left,True,985,-1,608,2,stair std='Bricks101_crop_2'
35,Left,612,Right,False,995,-1,612,2,stair std='Bricks101_crop_2'
36,Left,608,Left,True,1045,-1,608,3,stair std='Bricks101_crop_2'
37,Left,608,Left,True,1372,-1,608,3,stair std='Bricks101_crop_3'
38,Left,612,Right,False,4459,-1,612,4,stair std='Bricks101_crop_2'
,,,,,,,,JND_px,608
