trial,stdSide,cmpPx,response,correct,rtMs,lowPx,midPx,highPx,comment
1,Right,4,Right,True,5654,-1,4,0,intro
2,Left,8,Left,True,2486,-1,8,0,intro
3,Left,16,Left,True,597,-1,16,0,intro
4,Left,16,Left,True,1040,-1,16,0,stair baseStep~128px
5,Right,16,Right,True,680,-1,16,0,stair baseStep~128px
6,Right,80,Right,True,680,-1,80,0,stair baseStep~128px
7,Right,80,Right,True,819,-1,80,0,stair baseStep~128px
8,Left,144,Left,True,638,-1,144,0,stair baseStep~128px
9,Right,144,Right,True,652,-1,144,0,stair baseStep~128px
10,Left,208,Left,True,791,-1,208,0,stair baseStep~128px
11,Right,208,Right,True,680,-1,208,0,stair baseStep~128px
12,Left,272,Left,True,610,-1,272,0,stair baseStep~128px
13,Right,272,Right,True,582,-1,272,0,stair baseStep~128px
14,Right,336,Right,True,679,-1,336,0,stair baseStep~128px
15,Right,336,Right,True,846,-1,336,0,stair baseStep~128px
16,Left,400,Left,True,652,-1,400,0,stair baseStep~128px
17,Right,400,Right,True,860,-1,400,0,stair baseStep~128px
18,Right,464,Right,True,1179,-1,464,0,stair baseStep~128px
19,Right,464,Right,True,1458,-1,464,0,stair baseStep~128px
20,Left,528,Left,True,4416,-1,528,0,stair baseStep~128px
21,Left,528,Left,True,846,-1,528,0,stair baseStep~128px
22,Right,592,Right,True,902,-1,592,0,stair baseStep~128px
23,Left,592,Left,True,1207,-1,592,0,stair baseStep~128px
24,Right,656,Right,True,1374,-1,656,0,stair baseStep~128px
25,Right,656,Right,True,1138,-1,656,0,stair baseStep~128px
26,Right,720,Right,True,777,-1,720,0,stair baseStep~128px
27,Left,720,Left,True,2082,-1,720,0,stair baseStep~128px
28,Right,784,Right,True,736,-1,784,0,stair baseStep~128px
29,Left,784,Right,False,763,-1,784,0,stair baseStep~128px
30,Right,528,Right,True,638,-1,528,1,stair baseStep~64px
31,Right,528,Right,True,1013,-1,528,1,stair baseStep~64px
32,Right,560,Right,True,1332,-1,560,2,stair baseStep~32px
33,Right,560,Right,True,4916,-1,560,2,stair baseStep~32px
34,Left,576,Left,True,2540,-1,576,2,stair baseStep~32px
35,Left,576,Left,True,4166,-1,576,2,stair baseStep~32px
36,Left,592,Left,True,888,-1,592,2,stair baseStep~32px
37,Right,592,Right,True,652,-1,592,2,stair baseStep~32px
38,Left,608,Right,False,819,-1,608,2,stair baseStep~32px
39,Left,544,Left,True,681,-1,544,3,stair baseStep~16px
40,Right,544,Right,True,666,-1,544,3,stair baseStep~16px
41,Left,552,Left,True,2069,-1,552,4,stair baseStep~8px
42,Right,552,Right,True,583,-1,552,4,stair baseStep~8px
43,Left,556,Left,True,1402,-1,556,4,stair baseStep~8px
44,Right,556,Right,True,749,-1,556,4,stair baseStep~8px
45,Left,560,Left,True,805,-1,560,4,stair baseStep~8px
46,Right,560,Right,True,1013,-1,560,4,stair baseStep~8px
47,Right,564,Right,True,652,-1,564,4,stair baseStep~8px
48,Right,564,Right,True,722,-1,564,4,stair baseStep~8px
49,Left,568,Left,True,1026,-1,568,4,stair baseStep~8px
50,Left,568,Left,True,513,-1,568,4,stair baseStep~8px
51,Left,572,Left,True,735,-1,572,4,stair baseStep~8px
52,Left,572,Left,True,3249,-1,572,4,stair baseStep~8px
53,Left,576,Left,True,1138,-1,576,4,stair baseStep~8px
54,Right,576,Right,True,1680,-1,576,4,stair baseStep~8px
55,Left,580,Left,True,638,-1,580,4,stair baseStep~8px
56,Left,580,Left,True,1360,-1,580,4,stair baseStep~8px
57,Left,584,Left,True,0,-1,584,4,stair baseStep~8px
58,Right,584,Right,True,735,-1,584,4,stair baseStep~8px
59,Left,588,Left,True,1763,-1,588,4,stair baseStep~8px
60,Left,588,Left,True,2041,-1,588,4,stair baseStep~8px
61,Right,592,Right,True,722,-1,592,4,stair baseStep~8px
62,Left,592,Left,True,2235,-1,592,4,stair baseStep~8px
63,Right,596,Right,True,1027,-1,596,4,stair baseStep~8px
64,Right,596,Right,True,1222,-1,596,4,stair baseStep~8px
65,Left,600,Left,True,791,-1,600,4,stair baseStep~8px
66,Left,600,Left,True,1694,-1,600,4,stair baseStep~8px
67,Left,604,Left,True,11790,-1,604,4,stair baseStep~8px
68,Right,604,Right,True,1277,-1,604,4,stair baseStep~8px
69,Left,608,Left,True,1735,-1,608,4,stair baseStep~8px
70,Left,608,Left,True,1610,-1,608,4,stair baseStep~8px
71,Right,612,Right,True,749,-1,612,4,stair baseStep~8px
72,Left,612,Left,True,749,-1,612,4,stair baseStep~8px
73,Left,616,Right,False,2180,-1,616,4,stair baseStep~8px
74,Right,600,Right,True,833,-1,600,5,stair baseStep~4px
75,Right,600,Right,True,1374,-1,600,5,stair baseStep~4px
,,,,,,,,JND_px,604
