trial,stdSide,cmpPx,response,correct,rtMs,lowPx,midPx,highPx,comment
1,Right,4,Right,True,5182,-1,4,0,intro
2,Left,8,Left,True,597,-1,8,0,intro
3,Right,16,Right,True,527,-1,16,0,intro
4,Right,16,Right,True,1374,-1,16,0,stair baseStep~128px
5,Left,16,Left,True,708,-1,16,0,stair baseStep~128px
6,Left,80,Left,True,624,-1,80,0,stair baseStep~128px
7,Right,80,Right,True,568,-1,80,0,stair baseStep~128px
8,Right,144,Right,True,582,-1,144,0,stair baseStep~128px
9,Left,144,Left,True,624,-1,144,0,stair baseStep~128px
10,Right,208,Right,True,513,-1,208,0,stair baseStep~128px
11,Left,208,Left,True,555,-1,208,0,stair baseStep~128px
12,Left,272,Left,True,805,-1,272,0,stair baseStep~128px
13,Right,272,Right,True,638,-1,272,0,stair baseStep~128px
14,Right,336,Right,True,1054,-1,336,0,stair baseStep~128px
15,Left,336,Left,True,791,-1,336,0,stair baseStep~128px
16,Right,400,Right,True,1374,-1,400,0,stair baseStep~128px
17,Right,400,Right,True,1972,-1,400,0,stair baseStep~128px
18,Right,464,Right,True,1416,-1,464,0,stair baseStep~128px
19,Right,464,Right,True,2346,-1,464,0,stair baseStep~128px
20,Left,528,Left,True,5360,-1,528,0,stair baseStep~128px
21,Left,528,Left,True,1430,-1,528,0,stair baseStep~128px
22,Right,592,Right,True,985,-1,592,0,stair baseStep~128px
23,Left,592,Left,True,2027,-1,592,0,stair baseStep~128px
24,Left,656,Left,True,6333,-1,656,0,stair baseStep~128px
25,Right,656,Right,True,4138,-1,656,0,stair baseStep~128px
26,Right,720,Left,False,1152,-1,720,0,stair baseStep~128px
27,Right,464,Right,True,860,-1,464,1,stair baseStep~64px
28,Right,464,Right,True,1874,-1,464,1,stair baseStep~64px
29,Right,496,Right,True,1277,-1,496,2,stair baseStep~32px
30,Left,496,Left,True,1124,-1,496,2,stair baseStep~32px
31,Right,512,Left,False,958,-1,512,2,stair baseStep~32px
32,Left,448,Left,True,1305,-1,448,3,stair baseStep~16px
33,Left,448,Left,True,944,-1,448,3,stair baseStep~16px
34,Left,456,Left,True,1277,-1,456,4,stair baseStep~8px
35,Left,456,Left,True,1068,-1,456,4,stair baseStep~8px
36,Right,460,Right,True,1179,-1,460,4,stair baseStep~8px
37,Right,460,Right,True,2305,-1,460,4,stair baseStep~8px
38,Right,464,Right,True,1569,-1,464,4,stair baseStep~8px
39,Left,464,Left,True,1180,-1,464,4,stair baseStep~8px
40,Right,468,Right,True,1110,-1,468,4,stair baseStep~8px
41,Right,468,Right,True,3263,-1,468,4,stair baseStep~8px
42,Left,472,Left,True,1041,-1,472,4,stair baseStep~8px
43,Right,472,Right,True,2096,-1,472,4,stair baseStep~8px
44,Left,476,Left,True,888,-1,476,4,stair baseStep~8px
45,Left,476,Left,True,1763,-1,476,4,stair baseStep~8px
46,Left,480,Left,True,1402,-1,480,4,stair baseStep~8px
47,Right,480,Right,True,916,-1,480,4,stair baseStep~8px
48,Left,484,Left,True,708,-1,484,4,stair baseStep~8px
49,Left,484,Left,True,680,-1,484,4,stair baseStep~8px
50,Right,488,Right,True,1444,-1,488,4,stair baseStep~8px
51,Right,488,Right,True,1333,-1,488,4,stair baseStep~8px
52,Right,492,Right,True,1179,-1,492,4,stair baseStep~8px
53,Right,492,Right,True,8360,-1,492,4,stair baseStep~8px
54,Right,496,Right,True,5207,-1,496,4,stair baseStep~8px
55,Right,496,Right,True,1139,-1,496,4,stair baseStep~8px
56,Left,500,Left,True,1208,-1,500,4,stair baseStep~8px
57,Right,500,Right,True,902,-1,500,4,stair baseStep~8px
58,Right,504,Right,True,1166,-1,504,4,stair baseStep~8px
59,Left,504,Left,True,944,-1,504,4,stair baseStep~8px
60,Left,508,Left,True,888,-1,508,4,stair baseStep~8px
61,Left,508,Left,True,1027,-1,508,4,stair baseStep~8px
62,Right,512,Right,True,986,-1,512,4,stair baseStep~8px
63,Left,512,Left,True,1166,-1,512,4,stair baseStep~8px
64,Left,516,Left,True,1082,-1,516,4,stair baseStep~8px
65,Left,516,Left,True,624,-1,516,4,stair baseStep~8px
66,Right,520,Right,True,1111,-1,520,4,stair baseStep~8px
67,Left,520,Left,True,846,-1,520,4,stair baseStep~8px
68,Left,524,Left,True,846,-1,524,4,stair baseStep~8px
69,Right,524,Right,True,1069,-1,524,4,stair baseStep~8px
70,Left,528,Left,True,819,-1,528,4,stair baseStep~8px
71,Left,528,Left,True,1569,-1,528,4,stair baseStep~8px
72,Left,532,Left,True,1110,-1,532,4,stair baseStep~8px
73,Left,532,Left,True,1111,-1,532,4,stair baseStep~8px
74,Right,536,Right,True,3319,-1,536,4,stair baseStep~8px
75,Left,536,Left,True,1194,-1,536,4,stair baseStep~8px
76,Right,540,Right,True,875,-1,540,4,stair baseStep~8px
77,Left,540,Left,True,1221,-1,540,4,stair baseStep~8px
78,Left,544,Left,True,763,-1,544,4,stair baseStep~8px
79,Right,544,Right,True,791,-1,544,4,stair baseStep~8px
80,Right,548,Right,True,749,-1,548,4,stair baseStep~8px
81,Left,548,Left,True,1138,-1,548,4,stair baseStep~8px
82,Right,552,Right,True,1139,-1,552,4,stair baseStep~8px
83,Right,552,Right,True,1208,-1,552,4,stair baseStep~8px
84,Right,556,Right,True,762,-1,556,4,stair baseStep~8px
85,Right,556,Right,True,1555,-1,556,4,stair baseStep~8px
86,Right,560,Right,True,791,-1,560,4,stair baseStep~8px
87,Right,560,Right,True,3596,-1,560,4,stair baseStep~8px
88,Right,564,Right,True,1041,-1,564,4,stair baseStep~8px
89,Right,564,Right,True,1041,-1,564,4,stair baseStep~8px
90,Right,568,Right,True,0,-1,568,4,stair baseStep~8px
91,Left,568,Right,False,1638,-1,568,4,stair baseStep~8px
92,Right,552,Right,True,749,-1,552,5,stair baseStep~4px
93,Right,552,Right,True,1221,-1,552,5,stair baseStep~4px
,,,,,,,,JND_px,556
