trial,stdSide,cmpPx,response,correct,rtMs,lowPx,midPx,highPx,comment
1,Right,4,Right,True,2208,-1,4,0,intro
2,Left,8,Left,True,541,-1,8,0,intro
3,Right,16,Right,True,444,-1,16,0,intro
4,Left,16,Left,True,485,-1,16,0,stair baseStep~128px
5,Left,16,Left,True,457,-1,16,0,stair baseStep~128px
6,Left,144,Left,True,444,-1,144,0,stair baseStep~128px
7,Right,144,Right,True,611,-1,144,0,stair baseStep~128px
8,Right,272,Right,True,541,-1,272,0,stair baseStep~128px
9,Right,272,Right,True,569,-1,272,0,stair baseStep~128px
10,Right,400,Right,True,555,-1,400,0,stair baseStep~128px
11,Right,400,Right,True,485,-1,400,0,stair baseStep~128px
12,Right,528,Right,True,596,-1,528,0,stair baseStep~128px
13,Right,528,Right,True,527,-1,528,0,stair baseStep~128px
14,Right,656,Right,True,999,-1,656,0,stair baseStep~128px
15,Right,656,Right,True,749,-1,656,0,stair baseStep~128px
16,Right,784,Right,True,3846,-1,784,0,stair baseStep~128px
17,Left,784,Left,True,1569,-1,784,0,stair baseStep~128px
18,Right,912,Right,True,2791,-1,912,0,stair baseStep~128px
19,Left,912,Left,True,12499,-1,912,0,stair baseStep~128px
20,Right,1020,Right,True,8638,-1,1020,0,stair baseStep~128px
21,Left,1020,Left,True,1263,-1,1020,0,stair baseStep~128px
22,Left,1020,Left,True,9124,-1,1020,0,stair baseStep~128px
23,Right,1020,Right,True,1402,-1,1020,0,stair baseStep~128px
24,Left,1020,Left,True,1902,-1,1020,0,stair baseStep~128px
25,Left,1020,Left,True,1389,-1,1020,0,stair baseStep~128px
26,Left,1020,Left,True,1224,-1,1020,0,stair baseStep~128px
27,Right,1020,Left,False,8833,-1,1020,0,stair baseStep~128px
28,Left,892,Left,True,2525,-1,892,1,stair baseStep~64px
29,Left,892,Left,True,3389,-1,892,1,stair baseStep~64px
30,Right,956,Right,True,8111,-1,956,2,stair baseStep~32px
31,Right,956,Right,True,1666,-1,956,2,stair baseStep~32px
32,Right,988,Left,False,1861,-1,988,2,stair baseStep~32px
33,Left,956,Left,True,3555,-1,956,3,stair baseStep~16px
34,Left,956,Left,True,1347,-1,956,3,stair baseStep~16px
35,Right,972,Left,False,972,-1,972,4,stair baseStep~8px
36,Right,964,Left,False,2083,-1,964,5,stair baseStep~4px
37,Right,960,Right,True,1583,-1,960,5,stair baseStep~4px
38,Left,960,Left,True,1305,-1,960,5,stair baseStep~4px
,,,,,,,,JND_px,964
