trial,stdSide,cmpPx,response,correct,rtMs,lowPx,midPx,highPx,comment
1,Left,4,Right,False,118224,-1,4,0,intro
2,Right,8,Left,False,1051,-1,8,0,intro
3,Right,16,Right,True,332,-1,16,0,intro
4,Left,16,Left,True,119,-1,16,0,stair baseStep~128px
5,Left,16,Left,True,248,-1,16,0,stair baseStep~128px
6,Right,80,Right,True,179,-1,80,0,stair baseStep~128px
7,Right,80,Right,True,83,-1,80,0,stair baseStep~128px
8,Left,144,Left,True,102,-1,144,0,stair baseStep~128px
9,Left,144,Right,False,91,-1,144,0,stair baseStep~128px
10,Left,4,Left,True,0,-1,4,1,stair baseStep~64px
11,Left,4,Right,False,0,-1,4,1,stair baseStep~64px
12,Left,4,Right,False,336,-1,4,1,stair baseStep~64px
13,Right,4,Right,True,310,-1,4,1,stair baseStep~64px
14,Right,4,Left,False,70,-1,4,1,stair baseStep~64px
15,Left,4,Left,True,351,-1,4,1,stair baseStep~64px
16,Left,4,Right,False,73,-1,4,1,stair baseStep~64px
17,Right,4,Right,True,444,-1,4,1,stair baseStep~64px
18,Right,4,Left,False,0,-1,4,1,stair baseStep~64px
19,Left,4,Right,False,77,-1,4,1,stair baseStep~64px
20,Left,4,Left,True,38,-1,4,1,stair baseStep~64px
21,Left,4,Right,False,74,-1,4,1,stair baseStep~64px
22,Right,4,Right,True,0,-1,4,1,stair baseStep~64px
23,Right,4,Right,True,0,-1,4,1,stair baseStep~64px
24,Right,36,Right,True,0,-1,36,2,stair baseStep~32px
25,Right,36,Right,True,0,-1,36,2,stair baseStep~32px
26,Left,52,Left,True,0,-1,52,2,stair baseStep~32px
27,Left,52,Left,True,81,-1,52,2,stair baseStep~32px
28,Right,68,Left,False,0,-1,68,2,stair baseStep~32px
29,Left,4,Left,True,0,-1,4,3,stair baseStep~16px
30,Right,4,Left,False,0,-1,4,3,stair baseStep~16px
31,Right,4,Left,False,41,-1,4,3,stair baseStep~16px
32,Right,4,Left,False,0,-1,4,3,stair baseStep~16px
33,Left,4,Left,True,0,-1,4,3,stair baseStep~16px
34,Right,4,Right,True,73,-1,4,3,stair baseStep~16px
35,Right,12,Right,True,0,-1,12,4,stair baseStep~8px
36,Right,12,Right,True,73,-1,12,4,stair baseStep~8px
37,Right,16,Left,False,0,-1,16,4,stair baseStep~8px
38,Left,4,Left,True,0,-1,4,5,stair baseStep~4px
39,Right,4,Right,True,0,-1,4,5,stair baseStep~4px
,,,,,,,,JND_px,8
