trial,stdSide,cmpPx,response,correct,rtMs,lowPx,midPx,highPx,comment
1,Right,4,Right,True,2331,-1,4,0,intro
2,Right,8,Right,True,624,-1,8,0,intro
3,Right,16,Right,True,513,-1,16,0,intro
4,Right,16,Right,True,499,-1,16,0,stair baseStep~128px
5,Right,16,Right,True,499,-1,16,0,stair baseStep~128px
6,Right,144,Right,True,749,-1,144,0,stair baseStep~128px
7,Left,144,Left,True,555,-1,144,0,stair baseStep~128px
8,Left,272,Left,True,944,-1,272,0,stair baseStep~128px
9,Left,272,Left,True,861,-1,272,0,stair baseStep~128px
10,Right,400,Right,True,778,-1,400,0,stair baseStep~128px
11,Left,400,Left,True,944,-1,400,0,stair baseStep~128px
12,Right,528,Right,True,1180,-1,528,0,stair baseStep~128px
13,Right,528,Right,True,1055,-1,528,0,stair baseStep~128px
14,Left,656,Right,False,1376,-1,656,0,stair baseStep~128px
15,Right,528,Right,True,1958,-1,528,1,stair baseStep~64px
16,Right,528,Right,True,1166,-1,528,1,stair baseStep~64px
17,Left,592,Left,True,1055,-1,592,2,stair baseStep~32px
18,Left,592,Left,True,986,-1,592,2,stair baseStep~32px
19,Left,624,Left,True,1722,-1,624,2,stair baseStep~32px
20,Right,624,Right,True,722,-1,624,2,stair baseStep~32px
21,Right,656,Right,True,3833,-1,656,2,stair baseStep~32px
22,Right,656,Right,True,1209,-1,656,2,stair baseStep~32px
23,Left,688,Left,True,3555,-1,688,2,stair baseStep~32px
24,Left,688,Left,True,7027,-1,688,2,stair baseStep~32px
25,Right,720,Left,False,1194,-1,720,2,stair baseStep~32px
26,Left,688,Left,True,4625,-1,688,3,stair baseStep~16px
27,Right,688,Right,True,2916,-1,688,3,stair baseStep~16px
28,Left,704,Left,True,2319,-1,704,4,stair baseStep~8px
29,Left,704,Left,True,2208,-1,704,4,stair baseStep~8px
30,Left,712,Left,True,1027,-1,712,4,stair baseStep~8px
31,Left,712,Left,True,902,-1,712,4,stair baseStep~8px
32,Left,720,Left,True,1152,-1,720,4,stair baseStep~8px
33,Right,720,Left,False,2041,-1,720,4,stair baseStep~8px
34,Right,712,Left,False,2097,-1,712,5,stair baseStep~4px
35,Left,708,Left,True,3930,-1,708,5,stair baseStep~4px
36,Right,708,Left,False,3000,-1,708,5,stair baseStep~4px
37,Right,704,Right,True,11804,-1,704,5,stair baseStep~4px
38,Left,704,Left,True,1874,-1,704,5,stair baseStep~4px
,,,,,,,,JND_px,708
