trial,stdSide,cmpPx,response,correct,rtMs,lowPx,midPx,highPx,comment
1,Left,4,Left,True,911,-1,4,0,intro
2,Left,8,Left,True,402,-1,8,0,intro
3,Left,16,Left,True,416,-1,16,0,intro
4,Right,16,Right,True,346,-1,16,0,stair baseStep~128px
5,Right,16,Right,True,388,-1,16,0,stair baseStep~128px
6,Right,144,Left,False,333,-1,144,0,stair baseStep~128px
7,Left,16,Left,True,569,-1,16,1,stair baseStep~64px
8,Right,16,Right,True,416,-1,16,1,stair baseStep~64px
9,Right,80,Right,True,555,-1,80,2,stair baseStep~32px
10,Left,80,Left,True,860,-1,80,2,stair baseStep~32px
11,Left,112,Left,True,777,-1,112,2,stair baseStep~32px
12,Left,112,Left,True,513,-1,112,2,stair baseStep~32px
13,Left,144,Left,True,902,-1,144,2,stair baseStep~32px
14,Right,144,Right,True,624,-1,144,2,stair baseStep~32px
15,Right,176,Right,True,930,-1,176,2,stair baseStep~32px
16,Left,176,Left,True,527,-1,176,2,stair baseStep~32px
17,Right,208,Right,True,499,-1,208,2,stair baseStep~32px
18,Left,208,Left,True,625,-1,208,2,stair baseStep~32px
19,Left,240,Left,True,777,-1,240,2,stair baseStep~32px
20,Left,240,Left,True,680,-1,240,2,stair baseStep~32px
21,Right,272,Right,True,2222,-1,272,2,stair baseStep~32px
22,Left,272,Left,True,2707,-1,272,2,stair baseStep~32px
23,Right,304,Right,True,1958,-1,304,2,stair baseStep~32px
24,Left,304,Left,True,1624,-1,304,2,stair baseStep~32px
25,Right,336,Right,True,1041,-1,336,2,stair baseStep~32px
26,Right,336,Right,True,902,-1,336,2,stair baseStep~32px
27,Right,368,Right,True,1888,-1,368,2,stair baseStep~32px
28,Left,368,Left,True,1208,-1,368,2,stair baseStep~32px
29,Right,400,Right,True,1110,-1,400,2,stair baseStep~32px
30,Left,400,Right,False,1597,-1,400,2,stair baseStep~32px
31,Left,368,Left,True,2110,-1,368,3,stair baseStep~16px
32,Right,368,Right,True,4499,-1,368,3,stair baseStep~16px
33,Right,384,Right,True,4569,-1,384,4,stair baseStep~8px
34,Left,384,Left,True,2707,-1,384,4,stair baseStep~8px
35,Left,392,Left,True,4943,-1,392,4,stair baseStep~8px
36,Left,392,Left,True,1680,-1,392,4,stair baseStep~8px
37,Left,400,Left,True,3832,-1,400,4,stair baseStep~8px
38,Left,400,Left,True,1416,-1,400,4,stair baseStep~8px
39,Right,408,Right,True,2110,-1,408,4,stair baseStep~8px
40,Left,408,Left,True,1346,-1,408,4,stair baseStep~8px
41,Right,416,Right,True,1638,-1,416,4,stair baseStep~8px
42,Left,416,Left,True,3541,-1,416,4,stair baseStep~8px
43,Left,424,Left,True,3485,-1,424,4,stair baseStep~8px
44,Left,424,Left,True,4263,-1,424,4,stair baseStep~8px
45,Left,432,Left,True,1235,-1,432,4,stair baseStep~8px
46,Right,432,Right,True,1180,-1,432,4,stair baseStep~8px
47,Right,440,Right,True,1596,-1,440,4,stair baseStep~8px
48,Right,440,Right,True,2346,-1,440,4,stair baseStep~8px
49,Left,448,Left,True,2694,-1,448,4,stair baseStep~8px
50,Right,448,Right,True,1860,-1,448,4,stair baseStep~8px
51,Right,456,Right,True,4263,-1,456,4,stair baseStep~8px
52,Left,456,Left,True,5041,-1,456,4,stair baseStep~8px
53,Left,464,Left,True,1555,-1,464,4,stair baseStep~8px
54,Right,464,Right,True,2083,-1,464,4,stair baseStep~8px
55,Left,472,Left,True,2346,-1,472,4,stair baseStep~8px
56,Right,472,Right,True,6224,-1,472,4,stair baseStep~8px
57,Right,480,Right,True,3596,-1,480,4,stair baseStep~8px
58,Left,480,Left,True,2958,-1,480,4,stair baseStep~8px
59,Right,488,Right,True,2250,-1,488,4,stair baseStep~8px
60,Left,488,Left,True,5388,-1,488,4,stair baseStep~8px
61,Left,496,Left,True,2402,-1,496,4,stair baseStep~8px
62,Left,496,Left,True,6443,-1,496,4,stair baseStep~8px
63,Left,504,Left,True,2443,-1,504,4,stair baseStep~8px
64,Left,504,Left,True,5499,-1,504,4,stair baseStep~8px
65,Left,512,Left,True,5277,-1,512,4,stair baseStep~8px
66,Right,512,Right,True,2721,-1,512,4,stair baseStep~8px
67,Left,520,Left,True,3110,-1,520,4,stair baseStep~8px
68,Left,520,Left,True,1985,-1,520,4,stair baseStep~8px
69,Left,528,Right,False,4152,-1,528,4,stair baseStep~8px
70,Left,520,Left,True,5069,-1,520,5,stair baseStep~4px
71,Left,520,Left,True,1374,-1,520,5,stair baseStep~4px
,,,,,,,,JND_px,524
