trial,stdSide,cmpPx,response,correct,rtMs,lowPx,midPx,highPx,comment
1,Right,4,Right,True,3621,-1,4,0,intro
2,Right,8,Right,True,1416,-1,8,0,intro
3,Left,16,Left,True,430,-1,16,0,intro
4,Left,16,Left,True,514,-1,16,0,stair baseStep~128px
5,Left,16,Left,True,430,-1,16,0,stair baseStep~128px
6,Left,144,Left,True,596,-1,144,0,stair baseStep~128px
7,Left,144,Left,True,819,-1,144,0,stair baseStep~128px
8,Right,272,Right,True,541,-1,272,0,stair baseStep~128px
9,Right,272,Right,True,527,-1,272,0,stair baseStep~128px
10,Right,400,Right,True,735,-1,400,0,stair baseStep~128px
11,Right,400,Right,True,805,-1,400,0,stair baseStep~128px
12,Right,528,Right,True,1069,-1,528,0,stair baseStep~128px
13,Right,528,Right,True,1235,-1,528,0,stair baseStep~128px
14,Left,656,Right,False,1888,-1,656,0,stair baseStep~128px
15,Left,528,Left,True,6055,-1,528,1,stair baseStep~64px
16,Left,528,Right,False,3388,-1,528,1,stair baseStep~64px
17,Left,464,Left,True,6473,-1,464,1,stair baseStep~64px
18,Left,464,Right,False,2055,-1,464,1,stair baseStep~64px
19,Left,400,Left,True,2959,-1,400,1,stair baseStep~64px
20,Right,400,Right,True,1208,-1,400,1,stair baseStep~64px
21,Left,464,Left,True,1723,-1,464,2,stair baseStep~32px
22,Left,464,Left,True,1582,-1,464,2,stair baseStep~32px
23,Left,496,Left,True,4277,-1,496,2,stair baseStep~32px
24,Left,496,Left,True,2818,-1,496,2,stair baseStep~32px
25,Left,528,Left,True,7985,-1,528,2,stair baseStep~32px
26,Left,528,Right,False,3680,-1,528,2,stair baseStep~32px
27,Left,496,Left,True,1499,-1,496,3,stair baseStep~16px
28,Left,496,Right,False,3624,-1,496,3,stair baseStep~16px
29,Right,480,Right,True,888,-1,480,3,stair baseStep~16px
30,Right,480,Right,True,1499,-1,480,3,stair baseStep~16px
31,Left,496,Left,True,8277,-1,496,4,stair baseStep~8px
32,Left,496,Left,True,4833,-1,496,4,stair baseStep~8px
33,Left,504,Left,True,5277,-1,504,4,stair baseStep~8px
34,Right,504,Right,True,2722,-1,504,4,stair baseStep~8px
35,Left,512,Right,False,1860,-1,512,4,stair baseStep~8px
36,Right,504,Right,True,1013,-1,504,5,stair baseStep~4px
37,Left,504,Right,False,3430,-1,504,5,stair baseStep~4px
38,Right,500,Right,True,6916,-1,500,5,stair baseStep~4px
39,Left,500,Left,True,1319,-1,500,5,stair baseStep~4px
,,,,,,,,JND_px,504
