trial,stdSide,cmpPx,response,correct,rtMs,lowPx,midPx,highPx,comment
1,Right,4,Right,True,4597,-1,4,0,intro
2,Right,8,Right,True,318,-1,8,0,intro
3,Right,16,Left,False,397,-1,16,0,intro
4,Right,16,Right,True,406,-1,16,0,stair baseStep~128px
5,Left,16,Left,True,524,-1,16,0,stair baseStep~128px
6,Left,80,Right,False,410,-1,80,0,stair baseStep~128px
7,Left,4,Left,True,440,-1,4,1,stair baseStep~64px
8,Right,4,Right,True,447,-1,4,1,stair baseStep~64px
9,Right,36,Left,False,477,-1,36,2,stair baseStep~32px
10,Left,4,Left,True,443,-1,4,3,stair baseStep~16px
11,Right,4,Right,True,463,-1,4,3,stair baseStep~16px
12,Right,12,Left,False,383,-1,12,4,stair baseStep~8px
,,,,,,,,JND_px,4
