trial,stdSide,cmpPx,response,correct,rtMs,lowPx,midPx,highPx,comment
1,Left,4,Right,False,4099,-1,4,0,intro
2,Right,8,Right,True,444,-1,8,0,intro
3,Right,16,Right,True,1167,-1,16,0,intro
4,Left,16,Left,True,472,-1,16,0,stair baseStep~128px
5,Left,16,Left,True,90,-1,16,0,stair baseStep~128px
6,Right,80,Left,False,125,-1,80,0,stair baseStep~128px
7,Left,4,Left,True,40,-1,4,1,stair baseStep~64px
8,Right,4,Right,True,150,-1,4,1,stair baseStep~64px
9,Right,36,Right,True,0,-1,36,2,stair baseStep~32px
10,Right,36,Right,True,0,-1,36,2,stair baseStep~32px
11,Left,52,Left,True,59,-1,52,2,stair baseStep~32px
12,Right,52,Left,False,404,-1,52,2,stair baseStep~32px
13,Left,4,Right,False,207,-1,4,3,stair baseStep~16px
14,Right,4,Left,False,207,-1,4,3,stair baseStep~16px
15,Right,4,Right,True,402,-1,4,3,stair baseStep~16px
16,Right,4,Right,True,294,-1,4,3,stair baseStep~16px
17,Left,12,Left,True,544,-1,12,4,stair baseStep~8px
18,Right,12,Left,False,553,-1,12,4,stair baseStep~8px
,,,,,,,,JND_px,4
